Blog	four	second	here	music	until	example	want	feature	how	series	re	millions	wasn	service	needed	project	person	came	saying	best	asked	much	life	worked	things	had	easy	possible	right	old	people	continue	support	week	inside	time	team	along	love	working	anything	following	such	data	so	years	didn	internet	million	wrong	open	city	future	say	note	take	going	where	many	wants	photos	being	around	world	power	image	her	am	tv	th	large	small	past	hours	experience	pick	via	company	learn	its	always	found	really	major	number	also	play	plan	sometimes	set	see	available	last	let	community	recent	using	couple	d	into	link	line	up	us	ago	having	results	try	video	great	makes	tools	next	process	high	move	doing	could	start	system	face	fact	should	hope	means	stuff	email	co	ve	site	off	less	web	day	five	become	does	worth	announced	told	thursday	word	work	provide	earlier	then	them	they	network	created	another	do	away	com	information	launched	photo	night	post	months	way	was	true	update	together	global	change	live	car	december	write	product	still	half	now	year	happen	space	looking	shows	care	than	online	america	only	between	comes	these	media	thinking	real	read	early	amp	business	your	aren	low	lot	trying	building	since	month	very	family	put	taken	tried	help	soon	actually	event	reason	ask	american	clear	latest	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	popular	some	run	step	within	doesn	e	go	facebook	click	products	started	links	including	him	special	times	need	able	based	course	she	key	problem	party	well	page	twitter	home	he	stories	piece	friends	companies	across	likely	even	new	ever	never	campaign	call	tell	give	amazing	president	third	before	better	weeks	went	side	content	isn	features	matter	seen	don	m	stop	bad	said	against	three	website	if	make	left	just	yet	save	deal	down	drive	daily	finally	did	making	may	man	maybe	talk	nbsp	group	interesting	morning	after	thing	think	first	fast	little	anyone	were	especially	show	get	enough	reading	according	mark	those	pay	running	money	either	videos	again	important	u	starting	public	search	two	share	needs	different	coming	through	same	someone	everyone	house	hard	idea	members	done	least	part	believe	most	find	please	mean	point	simple	create	understand	itself	big	bit	google	often	back	single	giving	access	others	themselves	ll	instead	text	taking	value	almost	thought	add	like	happens	under	every	changed	changes	would	phone	must	me	my	keep	end	over	writing	each	got	free	wanted	days	already	top	too	took	though	watch	report	full	news	been	quickly	n	several	social	election	everything	head	donald	check	no	when	longer	focus	cool	level	says	goes	water	today	trump	name	place	given	white	any	ideas	sure	later	hear	state	ways	come	case	myself	good	without	seems	blog	or	there	far	list	design	what	version	known	short	might	expect	feel	story	store	kind	nothing	his	wrote	art	recently	c	questions	question	long	called	users	once	include	app	use	few	something	looks	choose	related	our	out	their	remember	which	who	why	view	job	will	gets	whole	other	know	press	because	getting	own	made	whether	book
Creating Passionate Users	0	0	1	0	0	1	1	2	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	0	0	2	0	2	1	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	2	0	0	2	3	0	0	0	1	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	5	0	0	5	0	1	1	0	0	0	1	1	0	1	1	2	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0
Kotaku	1	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	2	0	0	1	1	0	1	1	0	3	0	0	3	2	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	2	1	5	2	0	0	1	1	0	0	2	1	0	2	1	1	0	0	0	2	1	0	0	2	0	0	0	0	0	2	1	0	0	2	0	0	0	0	2	3	0	6	0	0	0	1	0	0	0	4	1	1	0	1	1	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3	0	0	1	0	2	9	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	25	0	1	0	6	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	1	1	1	0	0	0	0	0	0	0	30	0	2	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	0	1	16	3	0	1	1	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	1	1	0	7	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	2	0	0	2	1	1	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	3	4	0	2	0	1	0	0	1	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	2	1	0	0	5	1	0	1	3	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0
The Write News	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	2	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Scobleizer	0	1	12	3	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	14	1	1	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	4	0	0	5	1	0	0	3	3	1	0	0	0	2	7	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	2	0	0	2	0	6	3	3	0	0	0	0	1	1	0	0	7	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	7	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	4	0	0	1	0	20	0	2	8	0	0	1	0	1	0	0	1	1	1	1	0	6	1	0	0	2	1	0	0	0	0	0	0	3	1	4	1	1	0	0	0	1	0	1	4	1	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	4	0	1	0	1	0	1	1	0	0	3	0	0	6	0	0	0	0	0	1	5	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	3	0	0	0	0	2	4	0	0	1	7	0	0	0	0	1	0	0	0	1	0	3	0	1	0	1	0	1	0	1	2	8	0	0	0	0	0	0	2	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	3	0	18	0	0	0	0	0	4	2	0	14	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	16	0	5	0	1	0	0	0	3	0	0	0	0	0	2	1	5	0	0	1	1	0	0	0	0	6	11	0	0	8	1	3	4	0	1	0	0	0	3	0	0	0	0	0	1	2	0	0	1	4	0	2	0	0	1	5	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	6	7	4	3	0	0	5	0	1	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	9	4	0	0	2	3	9	0	0	7	0	0	4	1	0	2	0	0	0	0	0
Derek Powazek	0	0	6	0	0	0	1	0	7	0	7	0	1	0	0	0	0	1	0	1	0	1	5	1	1	3	2	1	4	2	2	4	0	3	0	4	0	1	1	0	1	1	0	0	7	5	1	1	0	1	1	0	0	3	0	1	4	0	1	0	2	0	1	3	0	0	9	3	0	0	0	2	0	0	0	0	0	1	0	1	4	1	2	0	1	2	0	0	0	0	3	1	7	1	3	0	1	4	2	4	2	0	11	4	2	0	0	1	0	5	0	0	1	1	1	0	1	1	0	0	1	0	1	2	0	1	0	0	11	2	1	1	1	2	0	0	0	0	1	0	0	3	3	0	0	7	2	6	1	0	3	7	1	1	0	0	0	2	3	2	0	13	1	1	1	0	1	2	1	0	3	1	4	0	10	4	0	0	1	0	0	2	2	0	1	4	1	2	2	1	0	0	1	0	1	6	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	2	1	0	1	0	1	0	0	0	3	0	0	0	0	0	4	0	0	0	2	0	0	2	2	1	1	1	0	1	7	1	0	0	2	1	1	0	5	1	0	2	0	0	0	1	5	1	3	0	1	0	0	2	0	0	1	0	2	3	0	1	0	1	0	1	4	12	0	3	3	1	4	0	9	1	1	11	1	0	1	2	0	0	0	4	0	0	1	1	3	0	0	0	2	4	4	4	3	1	7	0	2	2	3	6	5	4	0	0	1	0	0	3	0	0	2	0	0	0	0	0	9	1	0	0	1	1	3	0	1	0	3	0	2	1	0	2	0	2	1	0	0	0	1	2	0	2	1	0	0	2	2	1	0	0	0	0	4	0	0	1	0	1	1	0	9	1	1	3	0	0	0	0	1	15	22	0	0	5	2	1	1	0	0	4	1	2	2	3	0	1	0	1	1	8	0	0	0	0	0	2	0	0	0	2	11	0	0	2	0	0	2	0	2	0	0	0	0	1	0	0	1	1	0	0	1	3	0	0	1	0	0	1	5	7	0	0	1	9	0	0	1	1	0	5	3	0	1	0	3	1	0	0	0	1	0	1	0	0	2	1	0	0	5	8	0	0	0	3	9	4	0	2	1	1	0	1	5	2	0	3	6	0	3	2	2	2	0	6
Captain's Quarters	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	0	1	1	1	0	2	0	1	0	0	1	1	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	2	2	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	2	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	6	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	4	6	0	0	1	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0
plasticbag.org	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	4	0	1	0	0	3	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	2	5	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	0	0	2	2	1	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	1	2	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	6	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	1	2	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	2	1	2	1	1	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	3	1	0	0	0	2	0	3	0	2	0	0	1	0	1	0	0
blog maverick	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	3	1	0	0	0	4	0	3	1	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	0	1	3	0	0	0	0	0	3	0	1	0	0	1	0	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	1	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	4	3	1	2	4	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	1	4	2	0	0	0	1	2	2	0	1	0	2	3	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	4	4	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	3	2	0	0	1	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0
kottke.org	3	1	12	2	5	5	9	1	23	2	2	0	0	1	0	5	4	2	1	12	2	7	8	0	7	11	2	4	5	6	28	1	6	2	1	39	5	2	1	3	4	0	3	5	17	20	3	2	1	1	2	6	0	16	1	5	7	9	21	2	11	7	10	16	11	1	7	1	3	5	2	6	8	2	6	1	14	0	2	15	4	3	4	1	3	18	1	5	1	8	7	3	11	4	3	3	7	2	10	17	0	3	23	22	3	2	2	2	32	9	2	0	3	2	6	2	5	10	3	10	1	2	9	0	4	2	1	2	11	1	4	6	0	9	5	2	8	1	1	3	0	1	9	0	0	15	22	38	1	5	5	22	7	0	1	0	4	1	1	2	13	55	8	7	2	3	4	4	1	2	0	0	4	2	14	26	2	3	3	3	0	19	1	8	11	6	6	11	7	3	6	8	4	3	0	17	0	2	2	1	4	13	0	16	1	2	3	0	4	1	5	1	2	3	8	2	2	2	5	9	0	2	4	12	4	8	10	2	3	0	4	6	13	3	1	2	3	3	3	3	0	0	1	0	4	3	0	15	6	0	4	3	5	0	1	5	9	0	1	1	20	3	4	2	0	3	1	10	12	3	5	1	1	0	2	2	7	7	11	3	2	1	0	0	2	1	1	2	6	6	2	1	7	3	8	3	21	9	1	13	8	2	1	11	8	2	3	6	4	3	5	1	3	270	3	2	0	9	3	11	14	2	5	2	19	3	10	8	3	3	3	2	5	1	0	2	3	2	5	5	1	1	7	1	12	2	1	7	2	6	5	2	3	2	4	2	2	2	2	4	3	16	5	1	2	2	3	0	1	2	2	2	6	3	12	3	3	0	6	5	2	6	1	5	0	3	4	2	26	3	6	18	2	2	10	0	4	12	13	4	7	23	0	5	3	2	2	3	4	5	3	6	3	8	0	6	4	17	3	0	3	7	5	3	0	4	2	14	23	0	1	1	3	5	2	2	2	12	2	6	2	3	9	1	2	2	1	8	1	4	2	0	16	8	4	1	42	26	1	10	4	24	1	3	4	8	2	5	5	1	1	4	24	3	7	1	3	0	1	8	9	0	2	1	1	8	8	14	0	0	1	16	21	32	6	27	23	5	3	1	28	7	1	16	11	0	6	1	1	12	1	18
43 Folders	5	8	28	0	15	0	26	1	60	0	48	1	2	3	3	3	8	1	11	14	1	37	32	5	55	26	5	5	24	10	54	4	3	11	2	46	2	1	15	7	14	2	6	3	75	16	8	3	0	6	4	0	8	21	4	10	7	20	20	3	0	17	10	13	7	0	17	14	4	1	3	2	8	4	4	2	1	2	11	9	20	1	77	4	9	27	6	2	15	3	18	5	13	17	0	2	8	7	45	21	2	3	45	21	3	11	2	18	14	14	5	5	3	2	0	1	16	24	11	4	5	9	16	20	11	27	11	0	40	2	13	16	10	16	4	12	5	5	0	6	0	3	59	1	2	25	22	48	4	0	10	74	7	17	6	0	2	5	2	4	36	84	9	4	3	0	13	8	3	0	3	4	20	9	41	14	3	1	2	0	27	36	1	1	22	3	5	24	2	5	19	43	4	11	8	83	4	1	39	10	3	5	2	29	4	3	0	2	30	5	14	4	5	9	2	7	0	11	2	4	2	10	8	8	7	5	10	8	6	0	2	2	28	6	4	2	18	3	21	1	2	0	2	2	8	12	5	3	21	1	2	2	29	2	15	0	24	4	4	6	39	2	0	5	2	0	4	50	28	26	26	0	3	17	4	1	0	2	13	27	1	2	4	1	0	2	8	1	46	47	11	6	14	4	3	1	59	45	2	70	6	2	2	9	0	4	6	13	11	15	7	14	22	1	0	2	7	10	33	31	29	2	28	14	16	8	4	50	15	13	0	3	27	3	4	5	7	0	10	13	0	5	1	0	10	4	4	7	1	7	9	7	8	2	16	6	0	10	11	17	9	41	10	16	7	21	7	0	14	6	25	7	2	19	25	6	3	0	4	1	37	4	4	1	3	13	10	1	68	3	20	12	0	4	20	1	1	82	188	10	7	29	4	13	2	8	5	7	13	2	14	2	2	6	0	7	1	31	2	6	2	1	0	12	1	1	2	37	30	1	3	3	3	13	10	5	13	0	3	7	3	0	38	3	10	5	8	0	5	5	3	8	26	12	2	5	105	33	7	3	10	73	3	2	3	16	2	7	6	0	9	7	28	2	3	1	0	0	3	21	3	5	4	1	8	11	13	23	3	2	3	35	44	19	6	45	70	32	4	19	53	13	4	22	40	0	57	11	13	28	14	25
Autoblog	0	0	4	0	1	0	1	0	5	1	3	0	0	0	0	1	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	39	0	1	0	12	0	0	0	0	0	0	0	0	4	1	3	0	3	0	9	0	2	0	0	2	0	1	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	1	0	3	0	0	41	0	3	0	0	0	0	0	0	6	0	3	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	3	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	4	0	17	0	0	0	3	0	3	1	0	0	3	1	0	7	0	4	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	3	0	3	0	1	0	0	0	2	3	6	0	0	0	0	0	0	1	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	3	3	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	6	3	0	0	5	7	0	0	0	0	0	3	0	0	156	1	1	0	1	0	0	6	0	0	0	3	0	2	3	0	39	0	0	0	0	0	0	0	4	3	0	0	0	0	0	1	0	1	3	3	0	1	0	0	0	1	1	0	0	0	0	1	0	0	39	0	0	0	0	0	0	1	1	3	0	4	0	0	0	0	0	2	0	0	0	3	0	0	3	4	0	39	3	0	1	0	0	0	0	0	0	1	0	0	1	1	4	0	0	0	0	2	0	0	0	0	0	6	3	1	0	0	0	0	0	2	0	3	1	3	0	0	0	0	3	4	0	2	0	0	0	0	0	1	0	3	0	0	0	0	4	0	0	2	1	2	0	1	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	39	0	0	5	0	0	43	6	0	3	1	0	0	0	0	14	0	0	0	1	0	0	0	1	1	0	0
Daily Kos	7	6	27	1	7	1	11	0	25	1	20	8	5	3	2	2	3	3	5	7	1	14	5	4	4	31	3	4	29	9	39	3	17	5	2	21	10	6	2	1	3	4	3	1	49	31	7	0	11	2	10	4	1	9	2	8	17	15	13	5	0	14	12	11	3	0	10	4	0	5	0	3	7	0	0	8	7	14	2	30	7	5	6	7	6	16	3	11	1	2	14	1	13	14	2	5	8	3	5	31	2	3	32	18	8	6	4	2	3	5	3	0	14	7	5	6	6	31	3	12	2	12	21	0	5	1	2	11	14	5	9	5	2	12	3	2	13	0	2	10	4	7	7	4	3	8	17	82	0	5	12	18	8	6	4	3	0	5	14	3	19	72	1	0	3	4	9	2	0	5	3	1	23	6	37	30	3	7	5	3	19	37	1	10	12	8	0	13	11	2	3	5	6	9	11	11	2	5	9	5	3	11	3	14	6	14	5	2	9	3	9	1	4	1	9	4	5	2	7	10	6	16	4	5	3	8	15	1	7	0	2	6	26	2	2	2	10	3	13	0	2	0	2	0	6	18	7	14	8	3	4	6	17	3	4	8	20	0	8	1	108	6	4	2	4	2	12	18	40	13	10	15	5	2	4	0	36	2	14	4	10	8	4	4	5	0	3	5	12	8	6	6	38	14	11	4	39	18	8	49	4	3	20	14	0	9	4	10	13	10	11	6	5	0	14	0	6	21	9	11	22	3	11	4	28	3	15	15	11	4	9	2	26	4	4	12	2	0	4	1	11	0	14	1	17	1	2	4	6	12	9	2	8	20	2	4	8	4	5	10	5	17	4	5	3	8	0	0	0	2	17	3	0	3	16	4	5	4	1	5	12	3	2	5	0	3	5	3	27	1	6	18	5	2	38	4	3	8	11	8	6	16	1	2	7	2	2	3	8	4	12	7	0	1	12	0	23	29	2	3	6	3	26	3	7	40	4	30	28	2	2	1	7	9	3	16	12	138	5	2	7	22	18	4	3	3	1	26	2	5	3	0	22	10	2	0	48	39	11	13	0	39	1	5	4	7	3	6	10	1	7	6	88	5	0	2	8	4	1	7	13	0	8	1	0	5	11	10	2	3	2	19	34	43	2	26	70	9	1	4	72	1	2	25	16	3	29	2	9	12	5	1
